sequence_id	superfamily	classification	length	original_header
MuDRF-1_NGr	MULE	DNA/MULE-F	677	MuDRF-1_NGr#DNA/MULE-F RBRM:MuDRF-1_NGr cds_range:273-2304 [Naegleria gruberi]
MuDRF-1_NVe	MULE	DNA/MULE-F	739	MuDRF-1_NVe#DNA/MULE-F RBRM:MuDRF-1_NVe cds_range:142-4856 exons:142-204;741-1648;1873-2065;2481-2715;3145-3363;4135-4415;4535-4856 [Nematostella vectensis]
MuDRF-1_PGr	MULE	DNA/MULE-F	1346	MuDRF-1_PGr#DNA/MULE-F RBRM:MuDRF-1_PGr cds_range:964-5500 exons:964-1586;1783-2024;2092-2277;2362-2873;2944-3195;3272-5500 Via genscan [Puccinia graminis]
MuDRF-1_PTrit	MULE	DNA/MULE-F	1089	MuDRF-1_PTrit#DNA/MULE-F RBRM:MuDRF-1_PTrit frameshifts:3 cds_range:595-4244 exons:595-956;1037-1272;1341-1526;1602-2113;2200-2460;2527-4244 via genewise with MuDRF-1B_PSt [Puccinia triticina]
MuDRF-1B_PSt	MULE	DNA/MULE-F	1104	MuDRF-1B_PSt#DNA/MULE-F RBRM:MuDRF-1B_PSt stops:1 cds_range:281-4051 exons:281-921;1005-1240;1317-1397;1455-1563;1643-2154;2240-2500;2573-4051 via genewise with MuDRF-2_PGr, MuDRF-1_PST product very similar, but suffers from a very poor consensus. [Puccinia striiformis]
MuDRF-2_MLP	MULE	DNA/MULE-F	1285	MuDRF-2_MLP#DNA/MULE-F RBRM:MuDRF-2_MLP cds_range:594-4892 exons:594-1492;1593-1801;1867-2052;2111-2616;2679-2984;3073-4713;4778-4892 via genscan [Melampsora larici-populina]
MuDRF-2_PGr	MULE	DNA/MULE-F	1209	MuDRF-2_PGr#DNA/MULE-F RBRM:MuDRF-2_PGr cds_range:488-4593 exons:488-882;983-1218;1290-1475;1529-2040;2108-2368;2433-4271;4392-4593 via genscan [Puccinia graminis]
MuDRF-3_MLP	MULE	DNA/MULE-F	1146	MuDRF-3_MLP#DNA/MULE-F RBRM:MuDRF-3_MLP cds_range:679-4558 exons:679-1397;1463-1689;1765-1950;2075-2583;2679-2984;3062-4558 via genewise with MuDRF-2_MLP [Melampsora larici-populina]
Arnold2_pt1	MULE	DNA/MULE-MuDR	315	Arnold2_pt1#DNA/MULE-MuDR RBRM:Arnold2 rev:1 cds_range:8550-7605 R, Arnold1,3 close [Arabidopsis]
Arnold2_pt2	MULE	DNA/MULE-MuDR	327	Arnold2_pt2#DNA/MULE-MuDR RBRM:Arnold2 rev:1 stops:1 cds_range:14952-13177 exons:14952-14609;13816-13177 (1 intron,; derived with genewise and Vandal14_pep3) Arnold1,3 close [Arabidopsis]
Arnold2_tp	MULE	DNA/MULE-MuDR	721	Arnold2_tp#DNA/MULE-MuDR RBRM:Arnold2 cds_range:1057-3742 exons:1057-1401;1482-1533;1856-3430;3548-3742 GenScan prediction, matching other MuDRs. 4 exons ( Arnold1_tp, Arnold3_tp and Arnold4_tp almost identical. [Arabidopsis]
AT10MU1_tp	MULE	DNA/MULE-MuDR	729	AT10MU1_tp#DNA/MULE-MuDR RBRM:AT10MU1 cds_range:802-3271 exons:802-2123;2247-2878;2955-3072;3153-3271 , 2249-2879, 2957-3073, 3155-3274 (Genscan) [Arabidopsis thaliana]
ATMU2_tp	MULE	DNA/MULE-MuDR	762	ATMU2_tp#DNA/MULE-MuDR RBRM:ATMU2 frameshifts:1 cds_range:688-2973 1 intron Atmu1 85% similar (and with stopcodon) [Arabidopsis]
ATMU3_tp	MULE	DNA/MULE-MuDR	967	ATMU3_tp#DNA/MULE-MuDR RBRM:ATMU3 frameshifts:1 cds_range:359-3353 exons:359-2197;2291-3353 Via genewise with ATMU2 (ATMU5 very similar) [Arabidopsis]
ATMU4_tp	MULE	DNA/MULE-MuDR	812	ATMU4_tp#DNA/MULE-MuDR RBRM:ATMU4 frameshifts:1 cds_range:356-3022 exons:356-1732;1963-3022 [Arabidopsis]
ATMU8_tp	MULE	DNA/MULE-MuDR	780	ATMU8_tp#DNA/MULE-MuDR RBRM:ATMU8 frameshifts:2 stops:1 cds_range:382-2801 exons:382-1742;1821-2801 Via genewise with ATMU3_tp [Arabidopsis]
ATMU10_tp	MULE	DNA/MULE-MuDR	759	ATMU10_tp#DNA/MULE-MuDR RBRM:ATMU10 frameshifts:1 stops:2 cds_range:484-3154 exons:484-649;874-1897;1983-2970;3051-3154 Via genewise with ATMU11_tp [Arabidopsis]
ATMU11_tp	MULE	DNA/MULE-MuDR	785	ATMU11_tp#DNA/MULE-MuDR RBRM:ATMU11 frameshifts:1 cds_range:370-2886 exons:370-1589;1672-2647;2726-2886 (at least 1 intron in RepBase is false) (ATMU9 similar with too many stopcodons) [Arabidopsis]
ATMU12	MULE	DNA/MULE-MuDR	782	ATMU12#DNA/MULE-MuDR RBRM:ATMU12 cds_range:451-2885 exons:451-1776;1858-2885 Via genewise with ATMU11_tp, 1 intron. [Arabidopsis thaliana]
ATMU13	MULE	DNA/MULE-MuDR	729	ATMU13#DNA/MULE-MuDR RBRM:ATMU13 cds_range:677-2941 exons:677-1804;1881-2941 Via genewise with ATMU11_tp, 1 intron. [Arabidopsis thaliana]
CUMULE_p2	MULE	DNA/MULE-MuDR	250	CUMULE_p2#DNA/MULE-MuDR RBRM:CUMULE cds_range:4533-5283 Perhaps part of a multy exon protein [Cucumis melo]
CUMULE_tp	MULE	DNA/MULE-MuDR	807	CUMULE_tp#DNA/MULE-MuDR RBRM:CUMULE cds_range:1164-3585 [Cucumis melo]
Jittery	MULE	DNA/MULE-MuDR	580	Jittery#DNA/MULE-MuDR RBRM:Jittery cds_range:740-2480 (perhaps extends C-terminally) [Zea mays]
MDR1_p2	MULE	DNA/MULE-MuDR	297	MDR1_p2#DNA/MULE-MuDR RBRM:MDR1 cds_range:4176-5067 [Oryza sativa]
MDR1_tp	MULE	DNA/MULE-MuDR	1022	MDR1_tp#DNA/MULE-MuDR RBRM:MDR1 cds_range:1028-4094 [Oryza sativa]
MDR2_tp	MULE	DNA/MULE-MuDR	1045	MDR2_tp#DNA/MULE-MuDR RBRM:MDR2 frameshifts:2 cds_range:927-4063 via tfasty with MDR1_tp [Oryza sativa]
MDR3_tp	MULE	DNA/MULE-MuDR	1087	MDR3_tp#DNA/MULE-MuDR RBRM:MDR3 frameshifts:1 stops:3 cds_range:825-4085 via tfasty with MDR2_tp [Oryza sativa]
MuDR1_HV_tp	MULE	DNA/MULE-MuDR	804	MuDR1_HV_tp#DNA/MULE-MuDR RBRM:MuDR1_HV frameshifts:1 stops:1 cds_range:1841-4254 via tfasty with MuDR3_OS [Hordeum vulgare]
MuDR1_OS_tp	MULE	DNA/MULE-MuDR	903	MuDR1_OS_tp#DNA/MULE-MuDR RBRM:MUDR1_OS cds_range:957-3666 [Oryza sativa]
MuDR1_SM	MULE	DNA/MULE-MuDR	637	MuDR1_SM#DNA/MULE-MuDR RBRM:MuDR1_SM cds_range:322-2233 [Schmidtea mediterranea]
MuDR1_TD	MULE	DNA/MULE-MuDR	935	MuDR1_TD#DNA/MULE-MuDR RBRM:MuDR1_TD frameshifts:1 stops:3 cds_range:1035-3949 exons:1035-3095;3203-3949 Via genwise with MuDR-7_VV_tp [Triticum durum]
MuDR1_TP	MULE	DNA/MULE-MuDR	1263	MuDR1_TP#DNA/MULE-MuDR RBRM:MuDR1_TP stops:1 cds_range:345-4226 exons:345-1866;1958-4226 via genewise with MuDR2_TP,. [Thalassiosira]
MuDR1_ZM_tp	MULE	DNA/MULE-MuDR	935	MuDR1_ZM_tp#DNA/MULE-MuDR RBRM:MuDR1_ZM stops:1 cds_range:931-3736 [Zea mays]
MuDR1x_AP	MULE	DNA/MULE-MuDR	423	MuDR1x_AP#DNA/MULE-MuDR RBRM:MuDR1x_AP frameshifts:1 stops:1 cds_range:387-1840 exons:387-552;737-1840 and [Acyrthosiphon pisum]
MuDR1x_MH	MULE	DNA/MULE-MuDR	411	MuDR1x_MH#DNA/MULE-MuDR RBRM:MuDR1x_MH frameshifts:1 cds_range:226-1625 exons:226-516;560-854;897-1132;1169-1287;1328-1625 via genewise with MuDR1x_SM#DNA/MULE-MuDR [Meloidogyne hapla]
MuDR1x_SM	MULE	DNA/MULE-MuDR	451	MuDR1x_SM#DNA/MULE-MuDR RBRM:MuDR1x_SM cds_range:746-2099 [Schmidtea mediterranea]
MuDR2_OS_tp	MULE	DNA/MULE-MuDR	913	MuDR2_OS_tp#DNA/MULE-MuDR RBRM:MuDR2_OS cds_range:594-3333 [Oryza sativa]
MuDR2_TP	MULE	DNA/MULE-MuDR	1012	MuDR2_TP#DNA/MULE-MuDR RBRM:MuDR2_TP cds_range:235-3271 [Thalassiosira]
MuDR2x_AP	MULE	DNA/MULE-MuDR	306	MuDR2x_AP#DNA/MULE-MuDR RBRM:MuDR2x_AP cds_range:299-1217 Incomplete (upstream exon still missed) [Acyrthosiphon pisum]
MuDR2x_SM	MULE	DNA/MULE-MuDR	453	MuDR2x_SM#DNA/MULE-MuDR RBRM:MuDR2x_SM cds_range:282-1641 [Schmidtea mediterranea]
MuDR3_OS_tp	MULE	DNA/MULE-MuDR	909	MuDR3_OS_tp#DNA/MULE-MuDR RBRM:MuDR3_OS cds_range:674-3395 [Oryza sativa]
MuDR3_SM	MULE	DNA/MULE-MuDR	574	MuDR3_SM#DNA/MULE-MuDR RBRM:MuDR3_SM cds_range:459-2181 [Schmidtea mediterranea]
MuDR3_ZM_tp	MULE	DNA/MULE-MuDR	590	MuDR3_ZM_tp#DNA/MULE-MuDR RBRM:MuDR3_ZM frameshifts:1 cds_range:692-2461 via tfasty with Jittery [Zea mays]
MuDR3x_AP	MULE	DNA/MULE-MuDR	455	MuDR3x_AP#DNA/MULE-MuDR RBRM:MuDR3x_AP stops:1 cds_range:493-1948 exons:493-1456;1546-1948 via genewise with MuDR2x_SM#DNA/MULE-MuDR [Acyrthosiphon pisum]
MuDR3x_SM	MULE	DNA/MULE-MuDR	476	MuDR3x_SM#DNA/MULE-MuDR RBRM:MuDR3x_SM cds_range:455-1883 [Schmidtea mediterranea]
MuDR4_OS_tp	MULE	DNA/MULE-MuDR	916	MuDR4_OS_tp#DNA/MULE-MuDR RBRM:MuDR4_OS frameshifts:1 cds_range:851-3598 via tfasty with MuDR2_OS [Oryza sativa]
MuDR4_SM	MULE	DNA/MULE-MuDR	539	MuDR4_SM#DNA/MULE-MuDR RBRM:MuDR4_SM cds_range:169-1786 [Schmidtea mediterranea]
MuDR4x_AP	MULE	DNA/MULE-MuDR	463	MuDR4x_AP#DNA/MULE-MuDR RBRM:MuDR4x_AP cds_range:542-1999 exons:542-1418;1486-1999 via genewise with MuDR1x_AP#DNA [Acyrthosiphon pisum]
MuDR4x_SM	MULE	DNA/MULE-MuDR	499	MuDR4x_SM#DNA/MULE-MuDR RBRM:MuDR4x_SM cds_range:101-1598 [Schmidtea mediterranea]
Mudr5_OS_tp	MULE	DNA/MULE-MuDR	931	Mudr5_OS_tp#DNA/MULE-MuDR RBRM:Mudr5_OS cds_range:903-3696 [Oryza sativa]
MuDR5x_AP	MULE	DNA/MULE-MuDR	471	MuDR5x_AP#DNA/MULE-MuDR RBRM:MuDR5x_AP frameshifts:1 stops:1 cds_range:482-2157 exons:482-647;850-1945;2003-2157 via genewise with MuDR1x_SM#DNA/MULE-MuDR [Acyrthosiphon pisum]
MuDR5x_SM	MULE	DNA/MULE-MuDR	437	MuDR5x_SM#DNA/MULE-MuDR RBRM:MuDR5x_SM frameshifts:2 cds_range:178-1489 via tfasty with MuDR2x_SM [Schmidtea mediterranea]
MuDR6x_AP	MULE	DNA/MULE-MuDR	458	MuDR6x_AP#DNA/MULE-MuDR RBRM:MuDR6x_AP frameshifts:1 stops:4 cds_range:498-2036 exons:498-645;808-2036 via genewise with MuDR2x_SM [Acyrthosiphon pisum]
MuDR7x_AP	MULE	DNA/MULE-MuDR	460	MuDR7x_AP#DNA/MULE-MuDR RBRM:MuDR7x_AP frameshifts:1 cds_range:423-1804 via tfasty with MuDR1x_AP [Acyrthosiphon pisum]
MuDR8x_AP	MULE	DNA/MULE-MuDR	321	MuDR8x_AP#DNA/MULE-MuDR RBRM:MuDR8x_AP frameshifts:1 stops:1 cds_range:547-1509 via tfasty with MuDR4x_AP [Acyrthosiphon pisum]
MuDR9x_AP	MULE	DNA/MULE-MuDR	477	MuDR9x_AP#DNA/MULE-MuDR RBRM:MuDR9x_AP frameshifts:2 stops:1 cds_range:255-1757 exons:255-1522;1595-1757 via tfasty with MuDR1x_SM, via genewise with MuDR1x_SM#DNA/MULE-MuDR [Acyrthosiphon pisum]
MuDR10x_AP	MULE	DNA/MULE-MuDR	469	MuDR10x_AP#DNA/MULE-MuDR RBRM:MuDR10x_AP frameshifts:2 stops:2 cds_range:398-1805 via tfasty with MuDR4x_AP [Acyrthosiphon pisum]
MuDR11x_AP	MULE	DNA/MULE-MuDR	452	MuDR11x_AP#DNA/MULE-MuDR RBRM:MuDR11x_AP frameshifts:3 cds_range:454-1899 exons:454-625;713-1899 via genewise with MuDR1x_SM [Acyrthosiphon pisum]
MuDR-1_AIp_tp	MULE	DNA/MULE-MuDR	853	MuDR-1_AIp_tp#DNA/MULE-MuDR RBRM:MuDR-1_AIp cds_range:345-2904 [Arachis ipaensis]
MuDR-1_ALy_p4	MULE	DNA/MULE-MuDR	1172	MuDR-1_ALy_p4#DNA/MULE-MuDR RBRM:MuDR-1_ALy rev:1 cds_range:13285-8456 exons:13285-13152;12910-11977;11896-11696;11618-11150;11065-10938;10851-10724;10612-10485;10401-10283;10171-10062;9995-9934;9833-9727;9648-9372;9285-9199;9114-8456 R, via genscan [Arabidopsis lyrata]
MuDR-1_ALy_tp	MULE	DNA/MULE-MuDR	1023	MuDR-1_ALy_tp#DNA/MULE-MuDR RBRM:MuDR-1_ALy cds_range:768-3837 [Arabidopsis lyrata]
MuDR-1_ATr_tp	MULE	DNA/MULE-MuDR	794	MuDR-1_ATr_tp#DNA/MULE-MuDR RBRM:MuDR-1_ATr cds_range:1099-3481 [Amborella trichopoda]
MuDR-1_BDi_p2	MULE	DNA/MULE-MuDR	682	MuDR-1_BDi_p2#DNA/MULE-MuDR RBRM:MuDR-1_BDi cds_range:4831-7371 exons:4831-5001;5259-5745;5816-6118;6198-6460;6542-7371 via genscan [Brachypodium distachyon]
MuDR-1_BDi_tp	MULE	DNA/MULE-MuDR	908	MuDR-1_BDi_tp#DNA/MULE-MuDR RBRM:MuDR-1_BDi cds_range:1460-4184 [Brachypodium distachyon]
MuDR-1_CGi	MULE	DNA/MULE-MuDR	958	MuDR-1_CGi#DNA/MULE-MuDR RBRM:MuDR-1_CGi cds_range:319-3193 [Crassostrea gigas]
MuDR-1_DPu	MULE	DNA/MULE-MuDR	869	MuDR-1_DPu#DNA/MULE-MuDR RBRM:MuDR-1_DPu cds_range:328-3537 exons:328-488;802-1661;1719-2094;2196-2676;2745-3147;3206-3537 via genscan [Daphnia pulex]
MuDR-1_ECa_tp	MULE	DNA/MULE-MuDR	770	MuDR-1_ECa_tp#DNA/MULE-MuDR RBRM:MuDR-1_ECa cds_range:1637-3947 [Eucalyptus camaldulensis]
MuDR-1_EPa	MULE	DNA/MULE-MuDR	603	MuDR-1_EPa#DNA/MULE-MuDR RBRM:MuDR-1_EPa frameshifts:1 stops:1 cds_range:445-2445 exons:445-1481;1560-1975;2088-2445 via genewise with ATMU13 [Eutrema parvulum]
MuDR-1_FO_tp	MULE	DNA/MULE-MuDR	848	MuDR-1_FO_tp#DNA/MULE-MuDR RBRM:MuDR-1_FO cds_range:163-2707 [Fusarium oxysporum]
MuDR-1_GR_p2	MULE	DNA/MULE-MuDR	529	MuDR-1_GR_p2#DNA/MULE-MuDR RBRM:MuDR-1_GR rev:1 frameshifts:1 cds_range:6714-4542 exons:6714-6654;6564-5850;5774-5688;5587-5312;5203-4980;4915-4856;4717-4542 R, via genescan [Gossypium raimondii]
MuDR-1_GR_tp	MULE	DNA/MULE-MuDR	921	MuDR-1_GR_tp#DNA/MULE-MuDR RBRM:MuDR-1_GR cds_range:892-3825 exons:892-2104;2177-2903;3000-3825 via genewise with SHAMUDRAV_MT_tp [Gossypium raimondii]
MuDR-1_HV_tp	MULE	DNA/MULE-MuDR	894	MuDR-1_HV_tp#DNA/MULE-MuDR RBRM:MuDr-1_HV frameshifts:1 stops:2 cds_range:1047-3730 via tfasty with MuDR4_OS_tp [Hordeum vulgare]
MuDR-1_JC_tp	MULE	DNA/MULE-MuDR	950	MuDR-1_JC_tp#DNA/MULE-MuDR RBRM:MuDR-1_JC cds_range:617-3542 exons:617-2488;2563-3542 via genewise with MuDRB_PT [Jatropha curcas]
MuDR-1_LSal	MULE	DNA/MULE-MuDR	465	MuDR-1_LSal#DNA/MULE-MuDR RBRM:MuDR-1_LSal frameshifts:2 cds_range:2700-4084 via tfasty with MuDR5x_AP [Lepeophtheirus salmonis]
MuDR-1_LU_p2	MULE	DNA/MULE-MuDR	472	MuDR-1_LU_p2#DNA/MULE-MuDR RBRM:MuDR-1_LU frameshifts:2 cds_range:787-2283 exons:787-1615;1697-2283 via genewise with MuDRAVI2_p2 [Linum usitatissimum]
MuDR-1_Mad_tp	MULE	DNA/MULE-MuDR	617	MuDR-1_Mad_tp#DNA/MULE-MuDR RBRM:MuDR-1_Mad frameshifts:1 cds_range:672-2524 via tfasty with MuDR3_ZM [Malus domestica]
MuDR-1_MLP_tp	MULE	DNA/MULE-MuDR	635	MuDR-1_MLP_tp#DNA/MULE-MuDR RBRM:MuDR-1_MLP cds_range:285-2336 exons:285-973;1041-1753;1831-2336 via genewise with MuDR-5_Mad [Melampsora larici-populina]
MuDR-1_MN_tp	MULE	DNA/MULE-MuDR	817	MuDR-1_MN_tp#DNA/MULE-MuDR RBRM:MuDR-1_MN cds_range:855-3476 exons:855-2013;2097-2927;3013-3476 via genewise with MuDR-5_VV [Morus notabilis]
MuDR-1_NV	MULE	DNA/MULE-MuDR	856	MuDR-1_NV#DNA/MULE-MuDR RBRM:MuDR-1_NV cds_range:191-3134 exons:191-1974;2349-3134 GENSCAN_predicted_peptide_1|856_aa 1 intron [Nematostella vectensis]
MuDR-1_PGr_tp	MULE	DNA/MULE-MuDR	1035	MuDR-1_PGr_tp#DNA/MULE-MuDR RBRM:MuDR-1_PGr cds_range:1387-4569 exons:1387-1748;1825-4569 via genewise with MuDR-5_Mad [Puccinia graminis]
MuDR-1_PI	MULE	DNA/MULE-MuDR	1155	MuDR-1_PI#DNA/MULE-MuDR RBRM:MuDR-1_PI cds_range:340-4178 exons:340-375;446-1357;1464-2436;2535-2788;2884-4178 via genewise with MuDR-15_PI [Phytophthora infestans]
MuDR-1_PPa_tp	MULE	DNA/MULE-MuDR	655	MuDR-1_PPa_tp#DNA/MULE-MuDR RBRM:MuDR-1_PPa frameshifts:3 stops:5 cds_range:350-2316 via tfasty with Hop [Physcomitrella patens]
MuDR-1_PPe	MULE	DNA/MULE-MuDR	758	MuDR-1_PPe#DNA/MULE-MuDR RBRM:MuDR-1_PPe cds_range:835-3109 [Prunus persica]
MuDR-1_PPI_p2	MULE	DNA/MULE-MuDR	270	MuDR-1_PPI_p2#DNA/MULE-MuDR RBRM:MuDR-1_PPI rev:1 cds_range:3307-2497 [Phytophthora parasitica]
MuDR-1_PPI_tp	MULE	DNA/MULE-MuDR	724	MuDR-1_PPI_tp#DNA/MULE-MuDR RBRM:MuDR-1_PPI cds_range:66-2315 exons:66-147;224-2315 via genescan [Phytophthora parasitica]
MuDR-1_PSo	MULE	DNA/MULE-MuDR	566	MuDR-1_PSo#DNA/MULE-MuDR RBRM:MuDR-1_PSo frameshifts:1 cds_range:1101-2797 (pos 2465) [Phytophthora sojae]
MuDR-1_PSt_tp	MULE	DNA/MULE-MuDR	700	MuDR-1_PSt_tp#DNA/MULE-MuDR RBRM:MuDR-1_PSt frameshifts:1 stops:2 cds_range:74-2173 via tfasty with MuDR-1_PGr [Puccinia striiformis]
MuDR-1_PTc	MULE	DNA/MULE-MuDR	965	MuDR-1_PTc#DNA/MULE-MuDR RBRM:MuDR-1_PTc cds_range:243-3138 [Phaeodactylum tricornutum]
MuDR-1_RC	MULE	DNA/MULE-MuDR	845	MuDR-1_RC#DNA/MULE-MuDR RBRM:MuDR-1_RC cds_range:770-4455 exons:770-2347;3497-4455 via genewise with MuDR-7_SBi (there appears to be an internal duplication, jumped by this intron) [Ricinus communis]
MuDR-1_ROr	MULE	DNA/MULE-MuDR	672	MuDR-1_ROr#DNA/MULE-MuDR RBRM:MuDR-1_ROr frameshifts:1 cds_range:178-2193 via tfasty with Cmut1 [Rhizopus oryzae]
MuDR-1_TC_tp	MULE	DNA/MULE-MuDR	745	MuDR-1_TC_tp#DNA/MULE-MuDR RBRM:MuDR-1_TC cds_range:77-2312 [Theobroma cacao]
MuDR-1_TMe	MULE	DNA/MULE-MuDR	619	MuDR-1_TMe#DNA/MULE-MuDR RBRM:MuDR-1_TMe cds_range:1458-3315 [Tuber melanosporum]
MuDR-1_TV	MULE	DNA/MULE-MuDR	750	MuDR-1_TV#DNA/MULE-MuDR RBRM:MuDr-1_TV cds_range:2219-4469 [Trichomonas vaginalis]
MuDR-1x_AP	MULE	DNA/MULE-MuDR	811	MuDR-1x_AP#DNA/MULE-MuDR RBRM:MuDr-1x_AP stops:6 cds_range:627-3060 via tfasty with 17544214_Cel [Acyrthosiphon pisum]
MuDR-1x_SP	MULE	DNA/MULE-MuDR	1146	MuDR-1x_SP#DNA/MULE-MuDR RBRM:MuDr-1x_SP frameshifts:1 cds_range:2503-5942 via tfasty with 17534253_Cel [Strongylocentrotus purpuratus]
MuDR-2_AIp	MULE	DNA/MULE-MuDR	673	MuDR-2_AIp#DNA/MULE-MuDR RBRM:MuDR-2_AIp cds_range:1457-3775 exons:1457-2425;2507-3099;3316-3775 (N-term probably missing) via genewise with MuDRASH3_MT_tp [Arachis ipaensis]
MuDR-2_ALy_p2	MULE	DNA/MULE-MuDR	362	MuDR-2_ALy_p2#DNA/MULE-MuDR RBRM:MuDR-2_ALy cds_range:780-2010 exons:780-1203;1347-2010 via genewise with Arnold2_pt2 [Arabidopsis lyrata]
MuDR-2_ALy_p3	MULE	DNA/MULE-MuDR	288	MuDR-2_ALy_p3#DNA/MULE-MuDR RBRM:MuDR-2_ALy cds_range:7063-7927 [Arabidopsis lyrata]
MuDR-2_BDi	MULE	DNA/MULE-MuDR	739	MuDR-2_BDi#DNA/MULE-MuDR RBRM:MuDR-2_BDi cds_range:854-3071 [Brachypodium distachyon]
MuDR-2_CCri	MULE	DNA/MULE-MuDR	820	MuDR-2_CCri#DNA/MULE-MuDR RBRM:MuDR-2_CCri cds_range:793-3253 [Chondrus crispus]
MuDR-2_CSa	MULE	DNA/MULE-MuDR	879	MuDR-2_CSa#DNA/MULE-MuDR RBRM:MuDR-2_CSa cds_range:2014-4651 [Ciona savignyi]
MuDR-2_ECa	MULE	DNA/MULE-MuDR	890	MuDR-2_ECa#DNA/MULE-MuDR RBRM:MuDR-2_ECa cds_range:955-3716 exons:955-2631;2722-3716 via genewise with MuDR-1_RC [Eucalyptus camaldulensis]
MuDR-2_FO_tp	MULE	DNA/MULE-MuDR	883	MuDR-2_FO_tp#DNA/MULE-MuDR RBRM:MuDR-2_FO cds_range:127-2829 exons:127-1406;1459-2829 via genewise with Hop [Fusarium oxysporum]
MuDR-2_FV_tp	MULE	DNA/MULE-MuDR	554	MuDR-2_FV_tp#DNA/MULE-MuDR RBRM:MuDR-2_FV cds_range:1150-2812 [Fragaria vesca]
MuDR-2_GR	MULE	DNA/MULE-MuDR	925	MuDR-2_GR#DNA/MULE-MuDR RBRM:MuDR-2_GR stops:1 cds_range:3456-6231 via tfasty with MuDR-1_GR_tp [Gossypium raimondii]
MuDR-2_HM	MULE	DNA/MULE-MuDR	1075	MuDR-2_HM#DNA/MULE-MuDR RBRM:MuDr-2_HM cds_range:2007-5232 [Hydra vulgaris]
MuDR-2_LU_p2	MULE	DNA/MULE-MuDR	365	MuDR-2_LU_p2#DNA/MULE-MuDR RBRM:MuDR-2_LU cds_range:1070-2165 [Linum usitatissimum]
MuDR-2_Mad_tp	MULE	DNA/MULE-MuDR	743	MuDR-2_Mad_tp#DNA/MULE-MuDR RBRM:MuDR-2_Mad cds_range:500-2729 [Malus domestica]
MuDR-2_MLP_tp	MULE	DNA/MULE-MuDR	627	MuDR-2_MLP_tp#DNA/MULE-MuDR RBRM:MuDR-2_MLP cds_range:206-2228 exons:206-897;965-1677;1750-2228 via genewise with MuDR-5_Mad [Melampsora larici-populina]
MuDR-2_NV	MULE	DNA/MULE-MuDR	588	MuDR-2_NV#DNA/MULE-MuDR RBRM:MuDR-2_NV cds_range:172-1936 Probably partial. [Nematostella vectensis]
MuDR-2_PGr_tp	MULE	DNA/MULE-MuDR	1176	MuDR-2_PGr_tp#DNA/MULE-MuDR RBRM:MuDR-2_PGr frameshifts:1 cds_range:1782-5405 exons:1782-2506;2600-5405 via genewise with MuDR-5_Mad [Puccinia graminis]
MuDR-2_PI_p2	MULE	DNA/MULE-MuDR	283	MuDR-2_PI_p2#DNA/MULE-MuDR RBRM:MuDR-2_PI rev:1 cds_range:3420-2571 [Phytophthora infestans]
MuDR-2_PI_tp	MULE	DNA/MULE-MuDR	696	MuDR-2_PI_tp#DNA/MULE-MuDR RBRM:MuDR-2_PI cds_range:314-2402 [Phytophthora infestans]
MuDR-2_PPI	MULE	DNA/MULE-MuDR	661	MuDR-2_PPI#DNA/MULE-MuDR RBRM:MuDR-2_PPI cds_range:403-2386 [Phytophthora parasitica]
MuDR-2_PSo	MULE	DNA/MULE-MuDR	663	MuDR-2_PSo#DNA/MULE-MuDR RBRM:MuDR-2_PSo cds_range:266-2255 [Phytophthora sojae]
MuDR-2_PTc	MULE	DNA/MULE-MuDR	969	MuDR-2_PTc#DNA/MULE-MuDR RBRM:MuDR-2_PTc cds_range:208-3115 [Phaeodactylum tricornutum]
MuDR-2_RC	MULE	DNA/MULE-MuDR	1045	MuDR-2_RC#DNA/MULE-MuDR RBRM:MuDR-2_RC cds_range:704-3839 [Ricinus communis]
MuDR-2_ROr	MULE	DNA/MULE-MuDR	671	MuDR-2_ROr#DNA/MULE-MuDR RBRM:MuDR-2_ROr frameshifts:1 cds_range:148-2162 via tfasty with MuDR-1_ROr [Rhizopus oryzae]
MuDR-2_TC_p3	MULE	DNA/MULE-MuDR	656	MuDR-2_TC_p3#DNA/MULE-MuDR RBRM:MuDR-2_TC rev:1 cds_range:9155-6433 exons:9155-8417;8317-8163;8083-7943;7863-7794;7598-7525;7447-7374;7291-7110;6980-6433 R, via genscan, Genscan gets at least the next exons (MuDR-2_TC_p2) partially, and in the wrong reading frame) [Theobroma cacao]
MuDR-2_TC_tp	MULE	DNA/MULE-MuDR	942	MuDR-2_TC_tp#DNA/MULE-MuDR RBRM:MuDR-2_TC cds_range:975-3887 exons:975-3343;3429-3887 via genewise with MuDR-5_VV [Theobroma cacao]
MuDR-2_TV	MULE	DNA/MULE-MuDR	559	MuDR-2_TV#DNA/MULE-MuDR RBRM:MuDR-2_TV cds_range:1204-2881 [Trichomonas vaginalis]
MuDR-3_ALy_p3	MULE	DNA/MULE-MuDR	1105	MuDR-3_ALy_p3#DNA/MULE-MuDR RBRM:MuDR-3_ALy rev:1 cds_range:10837-6446 exons:10837-9769;9679-8658;8582-8500;8434-8385;8293-8208;8135-7831;7754-7678;7451-7325;7246-7163;6876-6446 R, via genscan [Arabidopsis lyrata]
MuDR-3_ALy_tp	MULE	DNA/MULE-MuDR	1047	MuDR-3_ALy_tp#DNA/MULE-MuDR RBRM:MuDR-3_ALy cds_range:498-3639 [Arabidopsis lyrata]
